Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
CMC_X_COM_CONFIG_DATA,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_COM_PRIORITY,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_COM_RECIP_ID,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_COM_SAVE_MESSAGE,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_COM_SENT_MESSAGE,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_COM_SUPPORT_EXT,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_COM_TIME_RECEIVED,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_X_MS_ADDRESS_UI,Yes,Yes,No,CMC (MAPI), -,xcmcmsxt.h,,Since MAPI 1.0,No,data extension
CMC_X_MS_ATTACH_DATA,Yes,Yes,No,CMC (MAPI), -,xcmcmsxt.h,,Since MAPI 1.0,No,data extension
CMC_X_MS_FUNCTION_FLAGS,Yes,Yes,No,CMC (MAPI), -,xcmcmsxt.h,,Since MAPI 1.0,No,data extension
CMC_X_MS_MESSAGE_DATA,Yes,Yes,No,CMC (MAPI), -,xcmcmsxt.h,,Since MAPI 1.0,No,data extension
CMC_X_MS_SESSION_FLAGS,Yes,Yes,No,CMC (MAPI), -,xcmcmsxt.h,,Since MAPI 1.0,No,data extension
CMC_XS_COM,Yes,Yes,No,CMC (MAPI), -,xcmcext.h,,Since MAPI 1.0,No,data extension
CMC_XS_MS,Yes,Yes,No,CMC (MAPI), -,xcmcmsxt.h,,Since MAPI 1.0,No,data extension
XTYP_ADVDATA,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ADVREQ,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ADVSTART,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ADVSTOP,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_CONNECT,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_CONNECT_CONFIRM,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_DISCONNECT,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_ERROR,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_EXECUTE,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_MONITOR,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_POKE,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_REGISTER,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_REQUEST,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_UNREGISTER,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_WILDCONNECT,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
XTYP_XACT_COMPLETE,Yes,Yes,Yes,dde, -,ddeml.h,,,No,DDE transaction
FSCTL_DISMOUNT_VOLUME,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_GET_COMPRESSION,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_LOCK_VOLUME,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_SET_COMPRESSION,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
FSCTL_UNLOCK_VOLUME,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_CHECK_VERIFY,Yes,No,No,ioctl, -,winioctl.h,,Obsolete,No,DeviceIoControl operation
IOCTL_DISK_EJECT_MEDIA,Yes,No,No,ioctl, -,winioctl.h,,Obsolete,No,DeviceIoControl operation
IOCTL_DISK_FORMAT_TRACKS,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_DRIVE_GEOMETRY,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_DRIVE_LAYOUT,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_GET_MEDIA_TYPES,Yes,No,No,ioctl, -,winioctl.h,,Obsolete,No,DeviceIoControl operation
IOCTL_DISK_GET_PARTITION_INFO,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_LOAD_MEDIA,Yes,No,No,ioctl, -,winioctl.h,,Obsolete,No,DeviceIoControl operation
IOCTL_DISK_MEDIA_REMOVAL,Yes,No,No,ioctl, -,winioctl.h,,Obsolete,No,DeviceIoControl operation
IOCTL_DISK_PERFORMANCE,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_REASSIGN_BLOCKS,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_SET_DRIVE_LAYOUT,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_SET_PARTITION_INFO,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_DISK_VERIFY,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_SERIAL_LSRMST_INSERT,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_STORAGE_CHECK_VERIFY,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_STORAGE_EJECT_MEDIA,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_STORAGE_GET_MEDIA_TYPES,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_STORAGE_LOAD_MEDIA,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
IOCTL_STORAGE_MEDIA_REMOVAL,Yes,No,No,ioctl, -,winioctl.h,,,No,DeviceIoControl operation
ACCESS_MODE,Yes,No,No,, -,accctrl.h,,New for Windows NT 4.0,WinNT,enumeration type
ACL_INFORMATION_CLASS,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
ACTIVATEFLAGS,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
ADVF,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
BIND_FLAGS,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
BINDSPEED,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
CALLTYPE,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
CLSCTX,Yes,Yes,Yes,OLE, -,wtypes.h,,,Yes,enumeration type
COINIT,Yes,Yes,Yes,OLE, -,objbase.h,,New for Windows NT 4.0,Yes,enumeration type
D3DBLEND,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DCMPFUNC,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DCOLORMODEL,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DCULL,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DFILLMODE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DFOGMODE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DLIGHTSTATETYPE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DLIGHTTYPE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DOPCODE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRENDERSTATETYPE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMCOLORSOURCE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMCOMBINETYPE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMFILLMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMFOGMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMFRAMECONSTRAINT,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMLIGHTMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMLIGHTTYPE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMMATERIALMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMPALETTEFLAGS,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMPROJECTIONTYPE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMRENDERQUALITY,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMSHADEMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMSORTMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMTEXTUREQUALITY,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMUSERVISUALREASON,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMWRAPTYPE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMXOFFORMAT,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DRMZBUFFERMODE,No,Yes,No,DirectX2, -,d3drm.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DSHADEMODE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DTEXTUREADDRESS,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DTEXTUREBLEND,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DTEXTUREFILTER,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
D3DTRANSFORMSTATETYPE,No,Yes,No,DirectX2, -,ddraw.h,Windows 95: Available as a redistributable and in OSR2,New for Windows 95,No,enumeration type
DATADIR,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
DISCARDCACHE,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
DROPEFFECT,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
DVASPECT,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
DVASPECT2,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
DVASPECTINFOFLAG,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
DVEXTENTMODE,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
EXTCONN,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
FD_FLAGS,Yes,Yes,No,user/new shell, -,shlobj.h,,,No,enumeration type
GET_FILEEX_INFO_LEVELS,Yes,No,No,Kernel, -,winbase.h,,New for Windows NT 4.0,No,enumeration type
GUIDKIND,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
HITRESULT,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
KEYMODIFIERS,Yes,Yes,Yes,OLE, -,controls.idl,,,Yes,enumeration type
LOCKTYPE,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
MEDIA_TYPE,Yes,No,No,kernel, -,winioctl.h,,,No,enumeration type
MKRREDUCE,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
MKSYS,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
MSHCTX,Yes,Yes,Yes,OLE, -,wtypes.h,,,Yes,enumeration type
MSHLFLAGS,Yes,Yes,Yes,OLE, -,wtypes.h,,,Yes,enumeration type
MULTIPLE_TRUSTEE_OPERATION,Yes,No,No,, -,accctrl.h,,New for Windows NT 4.0,WinNT,enumeration type
OLECLOSE,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLECONTF,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLECREATE,Yes,Yes,Yes,OLE, -,ole2.h,,New for Windows NT 4.0,Yes,enumeration type
OLEDCFLAGS,Yes,Yes,Yes,OLE, -,ocidl.h,,New for Windows NT 4.0,Yes,enumeration type
OLEGETMONIKER,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLELINKBIND,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLEMISC,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLERENDER,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLEUIPASTEFLAG,Yes,Yes,Yes,OLE, -,oledlg.h,,,Yes,enumeration type
OLEUPDATE,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLEVERBATTRIB,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
OLEWHICHMK,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
PENDINGMSG,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
PENDINGTYPE,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
PICTURE,Yes,Yes,Yes,OLE, -,ocidl.h,,,Yes,enumeration type
PICTYPE,Yes,Yes,Yes,OLE, -,olectl.h,,,Yes,enumeration type
POINTERINACTIVE,Yes,Yes,Yes,OLE, -,ocidl.h,,New for Windows NT 4.0,Yes,enumeration type
PROPSETFLAG,Yes,Yes,Yes,OLE, -,objidl.h,,New for Windows NT 4.0,Yes,enumeration type
QACONTAINERFLAGS,Yes,Yes,Yes,OLE, -,ocidl.h,,New for Windows NT 4.0,Yes,enumeration type
RAS_PARAMS_FORMAT,Yes,No,No,RAS Admin, -,rassapi.h,,New for Windows NT 4.0,No,enumeration type
RASCONNSTATE,Yes,Yes,No,Remote Access Service, -,ras.h,,,No,enumeration type
RASPROJECTION,Yes,Yes,No,Remote Access Service, -,ras.h,,,No,enumeration type
REGCLS,Yes,Yes,Yes,OLE, -,objbase.h,,,Yes,enumeration type
RPC_C_AUTHN_LEVEL_xxx,Yes,Yes,Yes,OLE, -,rpcdce.h,,New for Windows NT 4.0,Yes,enumeration type
RPC_C_AUTHN_xxx,Yes,Yes,Yes,OLE, -,rpcdce.h,,New for Windows NT 4.0,Yes,enumeration type
RPC_C_AUTHZ_xxx,Yes,Yes,Yes,OLE, -,rpcdce.h,,New for Windows NT 4.0,Yes,enumeration type
RPC_C_IMP_LEVEL_xxx,Yes,Yes,Yes,OLE, -,rpcdce.h,,New for Windows NT 4.0,Yes,enumeration type
SE_OBJECT_TYPE,Yes,No,No,, -,accctrl.h,,New for Windows NT 4.0,WinNT,enumeration type
SECURITY_IMPERSONATION_LEVEL,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
SERVERCALL,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
SHCONTF,Yes,Yes,No,user/new shell, -,shlobj.h,,,No,enumeration type
SHGNO,Yes,Yes,No,user/new shell, -,shlobj.h,,,No,enumeration type
SID_NAME_USE,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
STATFLAG,Yes,Yes,Yes,OLE, -,wtypes.h,,,Yes,enumeration type
STGC,Yes,Yes,Yes,OLE, -,wtypes.h,,,Yes,enumeration type
STGFMT,Yes,Yes,Yes,OLE, -,,,,Yes,enumeration type
STGM,Yes,Yes,Yes,OLE, -,objbase.h,,,Yes,enumeration type
STGMOVE,Yes,Yes,Yes,OLE, -,wtypes.h,,,Yes,enumeration type
STGTY,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
STREAM_SEEK,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
TOKEN_INFORMATION_CLASS,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
TOKEN_TYPE,Yes,No,No,adv services, -,winnt.h,,,No,enumeration type
TRUSTEE_FORM,Yes,No,No,, -,accctrl.h,,New for Windows NT 4.0,WinNT,enumeration type
TRUSTEE_TYPE,Yes,No,No,, -,accctrl.h,,New for Windows NT 4.0,WinNT,enumeration type
TYMED,Yes,Yes,Yes,OLE, -,objidl.h,,,Yes,enumeration type
UASFLAGS,Yes,Yes,Yes,OLE, -,ocidl.h,,New for Windows NT 4.0,Yes,enumeration type
USERCLASSTYPE,Yes,Yes,Yes,OLE, -,oleidl.h,,,Yes,enumeration type
VIEWSTATUS,Yes,Yes,Yes,OLE, -,ocidl.h,,New for Windows NT 4.0,Yes,enumeration type
__WSAFDIsSet,Yes,Yes,No,sockets,ws2_32.lib,winsock2.h,Win32s supports WS 1.1,"New for Windows Sockets 2, WS 1.1",Yes,function
_hread,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_hwrite,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lclose,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lcreat,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_llseek,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lopen,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lread,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
_lwrite,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
AbnormalTermination,Yes,Yes,Yes,,,,,,No,function
AbortDoc,Yes,Yes,Yes,GDI/Printing,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
AbortPath,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
AbortPrinter,Yes,Yes,No,GDI/Printing,winspool.lib,wingdi.h,,,No,function
AbortSystemShutdown,Yes,No,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
ACCELERATEABSDI,Yes,Yes,No,MAPI,mapi32.lib,mapidefs.h,,Since MAPI 1.0,No,function
accept,Yes,Yes,No,sockets,ws2_32.lib,winsock2.h,,,No,function
AcceptEx,Yes,Yes,Yes,sockets,mswsock.lib,mswsock.h,Microsoft-specific extension,,No,function
AccessCheck,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AccessCheckAndAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
acmDriverAdd,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmDriverClose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmDriverEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverID,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverMessage,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverOpen,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverPriority,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmDriverRemove,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmFilterChoose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterTagDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFilterTagEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatChoose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatSuggest,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmFormatTagDetails,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmFormatTagEnum,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,WinNT,function
acmGetVersion,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmMetrics,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamClose,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamConvert,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamMessage,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamOpen,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamPrepareHeader,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamReset,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamSize,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
acmStreamUnprepareHeader,Yes,Yes,No,mm/Audio Compression,msacm32.lib,msacm.h,,,No,function
AcsLan,Yes,No,No,dlc,dlcapi.lib,dlcapi.h,,,No,function
ActivateKeyboardLayout,Yes,Yes,No,USER,user32.lib,winuser.h,,,No,function
AddAccessAllowedAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddAccessDeniedAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddAtom,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,WinNT,function
AddAuditAccessAce,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AddFontResource,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,WinNT,function
AddForm,Yes,No,No,GDI/Printing,winspool.lib,winspool.h,,New for Windows NT 3.51,WinNT,function
AddJob,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AddMonitor,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AddPort,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AddPrinter,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AddPrinterConnection,Yes,No,No,GDI/Printing,winspool.lib,winspool.h,,New for Windows NT 3.51,WinNT,function
AddPrinterDriver,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AddPrintProcessor,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AddPrintProvidor,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AdjustTokenGroups,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AdjustTokenPrivileges,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
AdjustWindowRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
AdjustWindowRectEx,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
AdvancedDocumentProperties,Yes,Yes,No,GDI/Printing,winspool.lib,winspool.h,,,WinNT,function
AllocateAndInitializeSid,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
